,id,transcription,file,len,OCEAN,scenario,seat,speaker,num_discourse
115,"['BP', 'L04', '004', '0058']",북쪽이 저는 북쪽이 괜찮지 않을까 동쪽 북쪽 다 괜찮을 것 같아요,0,11,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,58
116,"['BP', 'L04', '004', '0059']",아무래도 북쪽으로 들어와서 동쪽도 바로 볼 수도 있고,0,8,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,59
117,"['BP', 'L03', '003', '0011']",그리고 약간 북쪽에 음식들이 많이 모여 있는데 탕후루는 보통 후식 같은 개념이잖아요,0,12,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",BP,L03,3,11
118,"['BP', 'L03', '003', '0012']",그래서 이제 보통 음식을 살 때 이렇게 후식이랑 메인 요리를 같이 사는 편은 아닐 거라 생각을 해서 메인 음식을 먹고 돌아다니면서 다 먹을 때쯤에 후식을 산다고 하면 사실 동쪽도 괜찮다고 생각이 들거든요,0,32,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",BP,L03,3,12
119,"['BP', 'L04', '004', '0060']",사람들 어떻게 생각하시나?,0,3,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,60
120,"['BP', 'L02', '002', '0015']",저는 사실 북쪽도 메인 요리가 있긴 한데,0,7,"[0.5208333333333334, 0.7708333333333333, 0.6041666666666666, 0.625, 0.35416666666666663]",BP,L02,2,15
121,"['BP', 'L03', '003', '0013']",그렇죠,0,1,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",BP,L03,3,13
122,"['BP', 'L04', '004', '0061']",근데 이게 참 메인 요리가 단정짓기가 좀 애매한 부분이 있어서,0,10,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,61
123,"['BP', 'L02', '002', '0016']",네 저는 약간 이런 축제를 가면 입구에서 사기보다는 꼭 무대를 관람한 뒤에 옆에 있는 부스를 좀 많이 찾는다고 생각을 했거든요,0,20,"[0.5208333333333334, 0.7708333333333333, 0.6041666666666666, 0.625, 0.35416666666666663]",BP,L02,2,16
124,"['BP', 'L02', '002', '0017']",저는 동쪽으로 선택을 했는데 또 얘기 말씀하시는 거 들어보니까 이쪽에도 음식들이 많이 모여 있기도 하고 부스들이 많이 모여 있어서 그쪽도 저도 괜찮다고 생각이 듭니다,0,24,"[0.5208333333333334, 0.7708333333333333, 0.6041666666666666, 0.625, 0.35416666666666663]",BP,L02,2,17
125,"['BP', 'L01', '001', '0037']",저는 북쪽이 갑자기 좀 더 좋아 보이는 게 이제 비슷한 가벼운 음식들이 많이 몰려 있고 사람들이 이제 인식하기에 뭔가좀 가벼운 게 당긴다 하면 이 쪽으로 몰릴 거고 이때는 오히려 경쟁 자가 돼 가지고 서로 매출이 내려가기보다는 오히려 사람들의 심리가 오히려 이렇게 옷 가게에서 모여 있으면 더 잘 되는 것처럼 그거를 찾으러 오는 사람들이 자연스럽게 방문을 하고 또 위치적으로도 출입구랑 바로 맞닿아 있어서 어 여기 탕후루가 있네 한 번 먹어볼까 하는 사람들이 많은 상태에서 최고의 방문으로 이어질 수도 있을 것 같아요,0,80,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",BP,L01,1,37
126,"['BP', 'L02', '002', '0018']",한번 투표 한번 해볼까요?,0,4,"[0.5208333333333334, 0.7708333333333333, 0.6041666666666666, 0.625, 0.35416666666666663]",BP,L02,2,18
127,"['BP', 'L04', '004', '0062']",전 북쪽으로 하겠습니다,0,3,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,62
128,"['BP', 'L02', '002', '0019']",어떻게 해?,0,2,"[0.5208333333333334, 0.7708333333333333, 0.6041666666666666, 0.625, 0.35416666666666663]",BP,L02,2,19
129,"['BP', 'L04', '004', '0063']",확고한 의지,0,2,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,63
130,"['BP', 'L01', '001', '0039']",확고하긴 하네요,0,2,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",BP,L01,1,39
131,"['BP', 'L03', '003', '0014']",저는 사실 둘 다 좋지만 동쪽도 괜찮은 것 같습니다.,0,9,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",BP,L03,3,14
132,"['BP', 'L04', '004', '0064']",동쪽,0,1,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,64
133,"['BP', 'L01', '001', '0040']",확고하진 않으시고?,0,2,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",BP,L01,1,40
134,"['BP', 'L03', '003', '0015']",네,0,1,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",BP,L03,3,15
135,"['BP', 'L04', '004', '0065']",동쪽 확고한 확고한 60대 40. 어떻게 생각하십니까,0,7,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,65
136,"['BP', 'L01', '001', '0042']",그러면,0,1,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",BP,L01,1,42
137,"['BP', 'L02', '002', '0020']",저는 처음엔 동쪽이었는데 또 그쪽 말씀 들어보니까 붐비는 곳이 조금 더 사람들에게 더 팔리지 않을까 일단 설득이 돼가지고 북쪽으로 변경하겠습니다.,0,20,"[0.5208333333333334, 0.7708333333333333, 0.6041666666666666, 0.625, 0.35416666666666663]",BP,L02,2,20
138,"['BP', 'L04', '004', '0066']",여기서 이제 동쪽 하시면,0,4,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,66
139,"['BP', 'L01', '001', '0043']",아 근데 다시 제가 확고한 동쪽 해야 밸런스가 맞을 것 같습니다,0,11,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",BP,L01,1,43
140,"['BP', 'L04', '004', '0067']",확고한 동쪽으로 가셔야 돼 그냥 동쪽은 안 됩니다.,0,8,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,67
141,"['BP', 'L01', '001', '0044']",확고하진 않은데,0,2,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",BP,L01,1,44
142,"['BP', 'L04', '004', '0068']",아 근데 갑자기 든 생각인데 이 방문자 수랑 비율 퍼센트는 잘 신경 안 쓰고 그러네,0,15,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,68
143,"['BP', 'L01', '001', '0045']",아아 그러네요 아 근데,0,4,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",BP,L01,1,45
144,"['BP', 'L04', '004', '0069']",근데 이게 혹시 부모님들이 탕으로 드시나요?,0,6,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,69
145,"['BP', 'L01', '001', '0046']",사실 전혀 안 드시죠?,0,4,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",BP,L01,1,46
146,"['BP', 'L02', '002', '0021']",아예 안 드시죠,0,3,"[0.5208333333333334, 0.7708333333333333, 0.6041666666666666, 0.625, 0.35416666666666663]",BP,L02,2,21
147,"['BP', 'L04', '004', '0070']",그쵸 근데 약간 그래도 40대까지는 약간 젊은 느낌이지 않을까요?,0,9,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,70
148,"['BP', 'L04', '004', '0071']",근데 40대면 아기들이 보통 한 10대,0,6,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,71
149,"['BP', 'L03', '003', '0016']",그러니까 초등학생,0,2,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",BP,L03,3,16
150,"['BP', 'L04', '004', '0072']",그 정도 되니까 애들이 사달라고 하면 같이 가지 않을까 또 애들이 먹다가 남기면 또 부모님이 먹거나 해야 되니까 메뉴는 상관이 없을 것 같긴 해요,0,24,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,72
151,"['BP', 'L01', '001', '0048']",시간대는 크게 의미가 없다고 생각이 드는데 어차피 하루종일 하는 거 아닌가요?,0,11,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",BP,L01,1,48
152,"['BP', 'L02', '002', '0022']",몰려 있어가지고 또 근데,0,4,"[0.5208333333333334, 0.7708333333333333, 0.6041666666666666, 0.625, 0.35416666666666663]",BP,L02,2,22
153,"['BP', 'L01', '001', '0049']",그리고 연령대가 탕후루로 가게 되면은 사실 아래부터 위까지가 20대가 제일 많긴 한데 전후로도 다 잡을 수 있어서,0,17,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",BP,L01,1,49
154,"['BP', 'L04', '004', '0073']",괜찮은 것 같습니다,0,3,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,73
155,"['BP', 'L01', '001', '0050']",괜찮은 선택지인 것 같습니다.,0,4,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",BP,L01,1,50
156,"['BP', 'L04', '004', '0074']",탕후루 탕후루라도 정하고 가시죠,0,4,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,74
157,"['BP', 'L04', '004', '0075']",그럼 탕후루 위치를 이제 그럼 어떻게,0,6,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,75
158,"['BP', 'L01', '001', '0051']",월터님 어필 한번 해보세요 아 명균님,0,6,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",BP,L01,1,51
159,"['BP', 'L03', '003', '0017']",그쪽은 혹시 그러면 어떻게 정하셨나요?,0,5,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",BP,L03,3,17
160,"['BP', 'L01', '001', '0052']",네?,0,1,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",BP,L01,1,52
161,"['BP', 'L03', '003', '0018']",저는 사실 동쪽이 조금 더 우세한 상황이긴 한데 그쪽은 어떻게 생각하시는지?,0,11,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",BP,L03,3,18
162,"['BP', 'L01', '001', '0053']",저는 북쪽을 생각하는데 혹시나 다른 의견이 있으시면 귀를 기울여 보려고 합니다.,0,11,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",BP,L01,1,53
163,"['BP', 'L03', '003', '0019']",사실 뭐 저는 다수결 원칙에 좀 따르는 편이기도 해서 북쪽도 사실 어느 정도 의견이 있어서,0,15,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",BP,L03,3,19
164,"['BP', 'L04', '004', '0076']",이게 사실 이 지역 특산물 판매 부스가 위쪽에 붙었더라면 위쪽에 붙었으면 더 어려웠을 수도 있겠네요 딱 사이에 있어서,0,18,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,76
165,"['BP', 'L01', '001', '0054']",그럼 북쪽으로 하시죠,0,3,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",BP,L01,1,54
166,"['BP', 'L02', '002', '0023']",북쪽도 괜찮은 것 같습니다,0,4,"[0.5208333333333334, 0.7708333333333333, 0.6041666666666666, 0.625, 0.35416666666666663]",BP,L02,2,23
167,"['BP', 'L04', '004', '0077']",저희가 아까도 그렇고 뭔가 선택이 다 빨리 빨리 되는 것 같습니다,0,11,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,77
168,"['BP', 'L02', '002', '0024']",괜찮은 것 같습니다.,0,3,"[0.5208333333333334, 0.7708333333333333, 0.6041666666666666, 0.625, 0.35416666666666663]",BP,L02,2,24
169,"['BP', 'L02', '002', '0025']",북쪽에 나이 드신 분들이 많다니까 나이 드신 분들은 탕후루를 또 잘 안드시니까,0,12,"[0.5208333333333334, 0.7708333333333333, 0.6041666666666666, 0.625, 0.35416666666666663]",BP,L02,2,25
170,"['BP', 'L04', '004', '0078']",그렇네. 나이 드신 분들이 많네.,0,5,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,78
171,"['BP', 'L02', '002', '0026']",유동인구가 많은 그쪽이 조금 더 괜찮지 않을까,0,7,"[0.5208333333333334, 0.7708333333333333, 0.6041666666666666, 0.625, 0.35416666666666663]",BP,L02,2,26
172,"['BP', 'L04', '004', '0079']",그렇게 생각하니까 또 확고해지는 건데 확고한 북쪽,0,7,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,79
173,"['BP', 'L03', '003', '0020']",확실히 그렇네요,0,2,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",BP,L03,3,20
174,"['BP', 'L03', '003', '0021']",이거 확인을 하면 물론 저희 타겟층이 좀 젊은 층을 노려야 되는 상황이다 보니까 물론 나이 드는 사람 분들도 있겠지만,0,19,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",BP,L03,3,21
175,"['BP', 'L04', '004', '0080']",또 유명한 지역이냐 아니면 좀 인지도가 낮은 지역이어서 홍보를 해야 돼서 그런 축제를 여는 거면 임대료 같은,0,17,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,80
176,"['BP', 'L01', '001', '0056']",사실 위치가 최고라고 생각이 드는 게 시장 가서 이렇게 매장들이 쫙 있으면 첫 집은 잘 안 보시잖아요,0,17,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",BP,L01,1,56
177,"['BP', 'L01', '001', '0057']",근데 딱 둘째여가지고,0,3,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",BP,L01,1,57
178,"['BP', 'L01', '001', '0058']",맞아요 적당한 것 같습니다 북쪽 중에서도,0,6,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",BP,L01,1,58
179,"['BP', 'L04', '004', '0081']",맞아요,0,1,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,81
180,"['BP', 'L04', '004', '0082']",맞아 첫 집이 막 사람들이 줄을 엄청 서 있거나 하지 않는 이상,0,12,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,82
181,"['BP', 'L01', '001', '0059']",그쵸 웬만하면 보통 해산물시장 수산시장 가도 첫 집은 좀 잘 안 가게 되는 그런 것 같아요 개인적으로,0,17,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",BP,L01,1,59
182,"['BP', 'L04', '004', '0083']",경주 경주 경주도 최근에 한 번 갔다 왔었는데 황리단길을 가도 첫 번째 있는 데보다는 두 번째 세 번째 있는 데들은 더 보다 보니까 아무튼 입구 바로 앞에 있는 거는 사람이 막 몰리면 잘 안 보게 되더라고요,0,36,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,83
183,"['BP', 'L01', '001', '0060']",대신 근데 여기 임대료가 비싸진 않을까요,0,6,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",BP,L01,1,60
184,"['BP', 'L01', '001', '0061']",그런 것까지 고려하진 않을까요? 시간이 남아서,0,6,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",BP,L01,1,61
185,"['BP', 'L04', '004', '0084']",그런 것까지 고려하면 사실 이게 진짜 땅이 싼 데다가 숙제를 하고 있는 거면 임대료는 솔직히 상관이 없을 것 같은데 그런 부분까지 아무래도 좀,0,23,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,84
186,"['BP', 'L01', '001', '0062']",이것도 셀 것 같기도,0,4,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",BP,L01,1,62
187,"['BP', 'L04', '004', '0085']",이것도 지역에 따라 다르지 않을까요?,0,5,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,85
188,"['BP', 'L04', '004', '0086']",그런 이벤트성 부스 이런 거 했으면 설치 비용 이런 것도 있을 수도 있겠네요,0,13,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,86
189,"['BP', 'L01', '001', '0063']",그쵸,0,1,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",BP,L01,1,63
190,"['BP', 'L04', '004', '0087']",아무래도 렉도 사야 되고 옮겨야 되고,0,6,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,87
191,"['BP', 'L01', '001', '0064']",다 정한거죠? 정한거죠 이제,0,4,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",BP,L01,1,64
192,"['BP', 'L01', '001', '0065']",황리단길이 혹시 어디죠,0,3,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",BP,L01,1,65
193,"['BP', 'L04', '004', '0088']",경주,0,1,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,88
194,"['BP', 'L01', '001', '0066']",왜 황리단길이죠,0,2,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",BP,L01,1,66
195,"['BP', 'L04', '004', '0089']",저도 모르겠네요,0,2,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,89
196,"['BP', 'L01', '001', '0067']",황으로 시작하는 지역이 있나요?,0,4,"[0.7708333333333333, 0.5416666666666666, 0.7708333333333333, 0.8125, 0.35416666666666663]",BP,L01,1,67
197,"['BP', 'L03', '003', '0022']",그거는 왜 아무래도 그 뭔가 있을 것 같은데,0,8,"[0.5833333333333334, 0.625, 0.35416666666666663, 0.5833333333333334, 0.625]",BP,L03,3,22
198,"['BP', 'L04', '004', '0090']",가끔 보면 저희나라 뭐 지역이 그렇게 이름이 왜 이렇게 지었지라고 생각을 안 해봐서 그냥 유명한 데 소식 검색해서 가면은 그냥 유명한 데니까,0,22,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,90
199,"['BP', 'L02', '002', '0027']",강남에 가로수길도 왜 가로수길인지 아직,0,5,"[0.5208333333333334, 0.7708333333333333, 0.6041666666666666, 0.625, 0.35416666666666663]",BP,L02,2,27
200,"['BP', 'L04', '004', '0091']",맞아 그런 느낌,0,3,"[0.39583333333333337, 0.7708333333333333, 0.7291666666666666, 0.8333333333333333, 0.4375]",BP,L04,4,91
