OCEAN,instruction,transcription
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",전 북쪽으로 하겠습니다
O: 0.5208 C: 0.7708 E: 0.6042 A: 0.625 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",어떻게 해?
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",확고한 의지
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",확고하긴 하네요
O: 0.5833 C: 0.625 E: 0.3542 A: 0.5833 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",저는 사실 둘 다 좋지만 동쪽도 괜찮은 것 같습니다.
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",동쪽
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",확고하진 않으시고?
O: 0.5833 C: 0.625 E: 0.3542 A: 0.5833 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",네
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",동쪽 확고한 확고한 60대 40. 어떻게 생각하십니까
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그러면
O: 0.5208 C: 0.7708 E: 0.6042 A: 0.625 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",저는 처음엔 동쪽이었는데 또 그쪽 말씀 들어보니까 붐비는 곳이 조금 더 사람들에게 더 팔리지 않을까 일단 설득이 돼가지고 북쪽으로 변경하겠습니다.
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",여기서 이제 동쪽 하시면
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아 근데 다시 제가 확고한 동쪽 해야 밸런스가 맞을 것 같습니다
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",확고한 동쪽으로 가셔야 돼 그냥 동쪽은 안 됩니다.
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",확고하진 않은데
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아 근데 갑자기 든 생각인데 이 방문자 수랑 비율 퍼센트는 잘 신경 안 쓰고 그러네
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아아 그러네요 아 근데
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",근데 이게 혹시 부모님들이 탕으로 드시나요?
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",사실 전혀 안 드시죠?
O: 0.5208 C: 0.7708 E: 0.6042 A: 0.625 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아예 안 드시죠
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그쵸 근데 약간 그래도 40대까지는 약간 젊은 느낌이지 않을까요?
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",근데 40대면 아기들이 보통 한 10대
O: 0.5833 C: 0.625 E: 0.3542 A: 0.5833 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그러니까 초등학생
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그 정도 되니까 애들이 사달라고 하면 같이 가지 않을까 또 애들이 먹다가 남기면 또 부모님이 먹거나 해야 되니까 메뉴는 상관이 없을 것 같긴 해요
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",시간대는 크게 의미가 없다고 생각이 드는데 어차피 하루종일 하는 거 아닌가요?
O: 0.5208 C: 0.7708 E: 0.6042 A: 0.625 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",몰려 있어가지고 또 근데
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그리고 연령대가 탕후루로 가게 되면은 사실 아래부터 위까지가 20대가 제일 많긴 한데 전후로도 다 잡을 수 있어서
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",괜찮은 것 같습니다
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",괜찮은 선택지인 것 같습니다.
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",탕후루 탕후루라도 정하고 가시죠
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그럼 탕후루 위치를 이제 그럼 어떻게
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",월터님 어필 한번 해보세요 아 명균님
O: 0.5833 C: 0.625 E: 0.3542 A: 0.5833 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그쪽은 혹시 그러면 어떻게 정하셨나요?
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",네?
O: 0.5833 C: 0.625 E: 0.3542 A: 0.5833 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",저는 사실 동쪽이 조금 더 우세한 상황이긴 한데 그쪽은 어떻게 생각하시는지?
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",저는 북쪽을 생각하는데 혹시나 다른 의견이 있으시면 귀를 기울여 보려고 합니다.
O: 0.5833 C: 0.625 E: 0.3542 A: 0.5833 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",사실 뭐 저는 다수결 원칙에 좀 따르는 편이기도 해서 북쪽도 사실 어느 정도 의견이 있어서
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",이게 사실 이 지역 특산물 판매 부스가 위쪽에 붙었더라면 위쪽에 붙었으면 더 어려웠을 수도 있겠네요 딱 사이에 있어서
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그럼 북쪽으로 하시죠
O: 0.5208 C: 0.7708 E: 0.6042 A: 0.625 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",북쪽도 괜찮은 것 같습니다
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",저희가 아까도 그렇고 뭔가 선택이 다 빨리 빨리 되는 것 같습니다
O: 0.5208 C: 0.7708 E: 0.6042 A: 0.625 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",괜찮은 것 같습니다.
O: 0.5208 C: 0.7708 E: 0.6042 A: 0.625 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",북쪽에 나이 드신 분들이 많다니까 나이 드신 분들은 탕후루를 또 잘 안드시니까
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그렇네. 나이 드신 분들이 많네.
O: 0.5208 C: 0.7708 E: 0.6042 A: 0.625 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",유동인구가 많은 그쪽이 조금 더 괜찮지 않을까
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그렇게 생각하니까 또 확고해지는 건데 확고한 북쪽
O: 0.5833 C: 0.625 E: 0.3542 A: 0.5833 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",확실히 그렇네요
O: 0.5833 C: 0.625 E: 0.3542 A: 0.5833 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",이거 확인을 하면 물론 저희 타겟층이 좀 젊은 층을 노려야 되는 상황이다 보니까 물론 나이 드는 사람 분들도 있겠지만
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",또 유명한 지역이냐 아니면 좀 인지도가 낮은 지역이어서 홍보를 해야 돼서 그런 축제를 여는 거면 임대료 같은
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",사실 위치가 최고라고 생각이 드는 게 시장 가서 이렇게 매장들이 쫙 있으면 첫 집은 잘 안 보시잖아요
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",근데 딱 둘째여가지고
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",맞아요 적당한 것 같습니다 북쪽 중에서도
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",맞아요
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",맞아 첫 집이 막 사람들이 줄을 엄청 서 있거나 하지 않는 이상
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그쵸 웬만하면 보통 해산물시장 수산시장 가도 첫 집은 좀 잘 안 가게 되는 그런 것 같아요 개인적으로
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",경주 경주 경주도 최근에 한 번 갔다 왔었는데 황리단길을 가도 첫 번째 있는 데보다는 두 번째 세 번째 있는 데들은 더 보다 보니까 아무튼 입구 바로 앞에 있는 거는 사람이 막 몰리면 잘 안 보게 되더라고요
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",대신 근데 여기 임대료가 비싸진 않을까요
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그런 것까지 고려하진 않을까요? 시간이 남아서
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그런 것까지 고려하면 사실 이게 진짜 땅이 싼 데다가 숙제를 하고 있는 거면 임대료는 솔직히 상관이 없을 것 같은데 그런 부분까지 아무래도 좀
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",이것도 셀 것 같기도
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",이것도 지역에 따라 다르지 않을까요?
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그런 이벤트성 부스 이런 거 했으면 설치 비용 이런 것도 있을 수도 있겠네요
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그쵸
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아무래도 렉도 사야 되고 옮겨야 되고
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",다 정한거죠? 정한거죠 이제
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",황리단길이 혹시 어디죠
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",경주
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",왜 황리단길이죠
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",저도 모르겠네요
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",황으로 시작하는 지역이 있나요?
O: 0.5833 C: 0.625 E: 0.3542 A: 0.5833 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그거는 왜 아무래도 그 뭔가 있을 것 같은데
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",가끔 보면 저희나라 뭐 지역이 그렇게 이름이 왜 이렇게 지었지라고 생각을 안 해봐서 그냥 유명한 데 소식 검색해서 가면은 그냥 유명한 데니까
O: 0.5208 C: 0.7708 E: 0.6042 A: 0.625 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",강남에 가로수길도 왜 가로수길인지 아직
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",맞아 그런 느낌
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",가로수가 많아서 그런거 아닌가
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",어 저는 그런 줄 알았는데
O: 0.5208 C: 0.7708 E: 0.6042 A: 0.625 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",서울대입구 앞에서 샤로수길이라고 했잖아요. 근데 샤는 그거 서울대 서울대생이 보통
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",네
O: 0.5833 C: 0.625 E: 0.3542 A: 0.5833 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그 입구에 샤 간판이 크게 있기도 하고
O: 0.5208 C: 0.7708 E: 0.6042 A: 0.625 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그래서 샤로수길입니다
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",황리단길은 저도 잘 모르겠는데 그냥 유명하다고 해서 한 번씩 들러본 느낌이어서.
O: 0.5208 C: 0.7708 E: 0.6042 A: 0.625 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",자 한 1분 정도만 생각을 해볼까요?
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그럼 구체적인 콘텍스트를 정해서 할까요?
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아니면 일반적인 외국인이라 치고 시기도 크게 상관없이 이렇게 할까요?
O: 0.5208 C: 0.7708 E: 0.6042 A: 0.625 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",으음
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그거에 따라 생각하는 방식이 달라질 것 같긴 한데
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",저는 솔직히 계획을 짜면 타이트 좀 촘촘하게 짜는 스타일이어가지고
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아 근데 이게 외국인 친구다 보니까 좀 가까운 위치가 아무래도 편하지 않나요?
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",뭐 미국 사는 친구들 14시간 왔는데 1박 2일 있다가 가고 이러기에는 저는 좀 그렇다고 생각을 하는데
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",구체적인 컨텍스트를 정하는 게 맞아요
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",네 저는 그렇게 정하는 게 나을 것 같긴 해요
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",정하고 좀 생각을 해보든지 아니면 그냥 정하고 얘기를 하는 것도 나쁘지 않을 것 같은데
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",1박 2일
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",비행기를 타고 오는 거겠죠. 배를 타고
O: 0.5208 C: 0.7708 E: 0.6042 A: 0.625 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그쵸 아무래도 외국인 친구다 보니까
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",경유를 하는 걸 수도 있고
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아니면 근데 이게 또 다른 데를 갔다가 한국을 또 1박 2일 갔다가 또 다른 데를 갈 수도 있는
O: 0.5833 C: 0.625 E: 0.3542 A: 0.5833 N: 0.625,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아 잠깐 친구 보러 이렇게
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그럴 수도 있을 것 같아서
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아 맞아 전에 그랬었어요
O: 0.7708 C: 0.5417 E: 0.7708 A: 0.8125 N: 0.3542,"주어진 대화를 보고, 성격 5요인을 예측하세요.",일본 가는데 한국 1박 2일 들렀다 이런 식으로 얘기했다고 한번 만난 적이 있어요
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",어떻게 할까요? 그냥 진짜 나라를 가까운 데로 할까요?
O: 0.3958 C: 0.7708 E: 0.7292 A: 0.8333 N: 0.4375,"주어진 대화를 보고, 성격 5요인을 예측하세요.",근데 멀리 하더라도 그냥 진짜 뭐 다른 데 들렀다가 뭐 일본 들렀다가 한국 왔다가 또 어디 갔다가 이럴 수도 있으니까 아시아 투어 느낌으로 약간
